samples,types
df7aea5f-dfad-440a-a1f4-f79e4bd5e803.htseq.counts,Thyroid
f14bacd4-417c-4779-b2a4-d5bf5d35c561.FPKM-UQ.txt,Thyroid
bccf707d-11bf-4d02-a84f-0105177dbf05.FPKM.txt,Thyroid
5a628dc9-3882-4df4-9b5f-4dd23ceeab92.FPKM-UQ.txt,Thyroid
b4fef057-c1d9-4c77-93b3-217356751e3c.htseq.counts,Thyroid
53011995-9534-4c83-81fb-fb0187a24040.htseq.counts,Thyroid
1cc11559-8ff9-4446-87bf-b62c66537e9c.htseq.counts,Thyroid
ba07621f-7998-4315-be0c-b92f088a71c2.htseq.counts,Thyroid
e5566a01-645c-46db-b094-159693428dec.htseq.counts,Thyroid
72be1685-3a9d-4b60-ac6e-59ef11cfd652.FPKM.txt,Thyroid
f59bec5c-32b5-480c-8494-991f666c7d14.htseq.counts,Thyroid
59ea64d5-c406-42d3-853d-522c64f3226c.htseq.counts,Thyroid
ff75b10b-fa8a-457f-96c6-219dfca27709.FPKM-UQ.txt,Thyroid
1dae941c-b531-4a49-ae04-9455675fcb59.FPKM.txt,Thyroid
a2b88abd-a99b-4a0b-84df-65f89e254484.htseq.counts,Thyroid
fdf5073c-7d36-46d9-be35-ca41cc8b7168.htseq.counts,Thyroid
eaae373f-ccb8-48f8-b2fa-fbb9ce0725c4.FPKM-UQ.txt,Thyroid
068ac144-4d5b-4c30-8b42-7025f801debe.FPKM-UQ.txt,Thyroid
ebdc1ebe-6645-4e25-81c9-6dbcef59f5df.FPKM-UQ.txt,Thyroid
4ae6d828-f8b3-4c8b-8d6a-575ef51e329b.FPKM-UQ.txt,Thyroid
1ab1536f-cc6c-499c-b555-96c62327471d.FPKM-UQ.txt,Thyroid
acd5b00f-321b-4c4b-bf6b-e836a0119409.FPKM-UQ.txt,Thyroid
7653ce3a-2a0d-4bf7-9abf-068c3ea2602c.htseq.counts,Thyroid
2bf520f5-6bca-4dd4-b622-8692f2d824ea.htseq.counts,Thyroid
79d40bfc-9897-4e8e-807d-837fd6f65ee8.FPKM-UQ.txt,Thyroid
721accd5-9604-48a0-ae3b-2e15e7e17859.htseq.counts,Thyroid
1c699475-5495-43b2-896e-49e95b16415e.FPKM.txt,Thyroid
e97f9297-8712-44ec-a168-83f8fb8bb006.FPKM-UQ.txt,Thyroid
d0b25a83-b0a8-4466-b928-18b68e33dd17.htseq.counts,Thyroid
a438d58a-d8dd-4ed1-8b5d-2b62023d89f6.FPKM-UQ.txt,Thyroid
dc7826af-618a-4607-9cf2-f5b2f6f15406.htseq.counts,Thyroid
7708f336-278b-400d-817e-d94457856a25.FPKM.txt,Thyroid
d410a3b8-4f8f-4d47-9b37-7a59c34b8c90.htseq.counts,Thyroid
fd638198-382e-47e2-950f-03a761bba2b8.FPKM-UQ.txt,Thyroid
99aa28e6-25ae-4137-adbd-339cd07b1bba.FPKM.txt,Thyroid
bf78a3d4-5bd8-47fd-8dbd-c46834a86eab.htseq.counts,Thyroid
5eb226d1-f3b3-4b1b-b3d6-cc173b52468e.htseq.counts,Thyroid
2e4be953-eff5-4fc8-a900-0e112fbf51d3.FPKM.txt,Thyroid
af15a47d-7ab9-4b8c-b39a-672a8295f9d8.htseq.counts,Thyroid
4dd6ca96-c024-45cc-95cb-041472e213ef.FPKM-UQ.txt,Thyroid
72f494b1-e4fc-42fd-bb73-73a6c1531ec9.htseq.counts,Thyroid
b77a376c-62f6-4bcf-9930-f2fb0785e329.htseq.counts,Thyroid
efafcd7b-d25c-4944-b5dc-7c240fe47d12.FPKM.txt,Thyroid
21dd5f92-b267-4dc0-a3da-130b2d250bb8.FPKM.txt,Thyroid
de3da0e4-1ba4-4b1f-9165-c671db97749b.FPKM.txt,Thyroid
4724a1f2-dab3-438d-870d-482ed8fabd62.FPKM-UQ.txt,Thyroid
7365a5d1-be08-411c-b24a-59769ff029a5.FPKM.txt,Thyroid
5eadd37f-6025-4270-8339-47724d820a40.htseq.counts,Thyroid
8c2d7579-8799-4b57-85f2-db1d223e47b4.FPKM.txt,Thyroid
1fbb3800-3f41-49dc-a010-9f9317ac0039.FPKM-UQ.txt,Thyroid
f84ba909-4aa2-4ba2-ad07-5431b2b1b60b.FPKM.txt,Thyroid
7d5eee39-e133-4065-86aa-71033d1ffc6b.FPKM-UQ.txt,Thyroid
225bd9e1-afbf-43d7-bcc1-c4bcde204b56.FPKM.txt,Thyroid
240eb2b1-44af-4f1f-95b7-361e00eed908.FPKM.txt,Thyroid
8938a378-30da-4e15-91f3-1cba44349f6c.htseq.counts,Thyroid
e0c2ef9c-62af-48d5-b55f-8f429db47c47.FPKM-UQ.txt,Thyroid
4690efed-5d11-4191-addb-8d290ddc063a.FPKM-UQ.txt,Thyroid
e8f96d88-a746-4253-ac41-9e91f2c33c31.FPKM-UQ.txt,Thyroid
a69e1384-d0ce-4ad7-b1b1-fe5c38aa6cb8.FPKM-UQ.txt,Thyroid
9969efbc-02d3-4e2c-af46-f7883296fe42.FPKM.txt,Thyroid
40b37a9a-db72-43b1-9b11-3c4f69b4b36e.FPKM.txt,Thyroid
b2885b2e-473b-407a-aae1-9c6431837c48.FPKM-UQ.txt,Thyroid
04471fec-69ac-401c-8d63-b954be94983a.FPKM.txt,Thyroid
514113a6-f6fb-4e8c-95cf-8770eead9a09.FPKM.txt,Thyroid
470b5538-bf99-4a28-b1b7-146daf2e5963.FPKM-UQ.txt,Thyroid
b6ed2c21-8f41-46d0-9ccb-68f54ecd46f3.htseq.counts,Thyroid
cedc1b7b-7402-4ac6-a915-6e33523cac5e.FPKM.txt,Thyroid
c643bb69-8c28-42bb-b7b8-1e27f0a46cfb.FPKM.txt,Thyroid
a156c548-8258-4327-9b21-5015c682215b.FPKM.txt,Thyroid
5b59ba3a-9227-4713-99df-ab5b422614db.htseq.counts,Thyroid
253954ed-6f83-44ab-b6bc-694fec051c1d.FPKM-UQ.txt,Thyroid
240eb2b1-44af-4f1f-95b7-361e00eed908.htseq.counts,Thyroid
7341ac8e-1fdd-4f54-ba6a-f5a050ce8db7.FPKM.txt,Thyroid
a8187969-0610-479a-8d12-2c8e61c07a80.FPKM.txt,Uterus
656900ef-bf75-4cc8-a73f-80b4a88a97fd.htseq.counts,Uterus
42dc44c3-e041-48eb-92bb-0d12bcd4ae58.htseq.counts,Uterus
d2d69589-3744-4394-829a-ec8d2843d004.FPKM.txt,Uterus
18413883-6df2-43bc-bbe3-79ad68247940.FPKM.txt,Uterus
773ee6c9-89ca-46f2-a9b9-8a3773bcc4cc.htseq.counts,Uterus
65315477-9c5f-4e48-baaf-67027c502f15.htseq.counts,Uterus
1e6c7c12-a08f-459a-b583-0e80637f10cd.FPKM-UQ.txt,Uterus
46c3ad7f-0a11-4283-98a1-5a81ce0a5f4f.FPKM.txt,Uterus
a1749cd8-a737-48c6-ac4c-e2d6c2f8b23f.FPKM-UQ.txt,Uterus
393232a1-d0de-40a1-9e75-24b22e1356ad.htseq.counts,Uterus
6698a82c-ebeb-406f-bc7a-5afa09b29e11.htseq.counts,Uterus
448111f8-187f-47b3-8198-94d351253cf0.htseq.counts,Uterus
bc0241d5-d781-4877-9366-d0fab0393638.htseq.counts,Uterus
6b0cf425-7863-4edd-bc2d-0a05dfc7fc75.htseq.counts,Uterus
393232a1-d0de-40a1-9e75-24b22e1356ad.FPKM.txt,Uterus
e63ab3ed-47ef-4b58-9735-082709d2591c.FPKM.txt,Uterus
2650ece4-ac6b-4fcd-86b3-f8e3d75695a1.FPKM.txt,Uterus
ed406c54-68f2-449e-a178-7f7df60540d5.FPKM-UQ.txt,Uterus
fcd8ddd5-d44b-4792-9fb1-f254916a1556.FPKM-UQ.txt,Uterus
afdee3d2-e728-4230-8cd4-e0a19c587c5a.htseq.counts,Uterus
e99d5a8f-e0ba-4c12-a715-404be2c30113.FPKM.txt,Uterus
34cf0edc-ba30-466b-a52a-f9dd7f1b146f.FPKM.txt,Uterus
4f320b74-5590-434e-88aa-8e9fd04db4f1.FPKM-UQ.txt,Uterus
d8219bec-aec9-4cc3-8864-be208897fdd1.htseq.counts,Uterus
983f1e8e-9c59-403d-b424-84aae2bca034.FPKM.txt,Uterus
a1884346-d2e7-4ec6-aa0a-0d043537ee00.FPKM.txt,Uterus
2a9807f5-03b5-4cab-93d1-9e34e089412b.FPKM-UQ.txt,Uterus
0d8cefef-c6ce-4483-9a6d-8ba42febce4d.FPKM.txt,Uterus
6e8a406c-b5e0-4eb1-b4bc-77e57ef72350.htseq.counts,Uterus
d43d8f86-1c94-4058-9569-f15023068ff3.FPKM-UQ.txt,Uterus
f40d273f-5343-4e57-995b-6adcfdc7c7d3.FPKM-UQ.txt,Uterus
3189a475-b26f-491a-9223-201f36b2659e.FPKM.txt,Uterus
ee8ef096-f606-4f7b-bf45-fc505d9e5648.htseq.counts,Uterus
1d8a9e65-6c5f-4243-bf27-aada9a0b8b6c.FPKM.txt,Uterus
6d7f5731-e599-4e3f-b80b-1f0ac2f68111.htseq.counts,Uterus
923257c8-8013-4ad6-b65c-e12142aa4e9c.htseq.counts,Uterus
885748d9-5913-4b02-af45-ec5093fbab46.FPKM-UQ.txt,Uterus
138f223a-bca0-4ea0-9e04-e5a0b8c7c7c9.FPKM-UQ.txt,Uterus
16a67a95-996d-47d0-a311-6dfda6eba085.FPKM.txt,Uterus
6c005bee-d65c-4a91-b210-5da5d98d7a5e.htseq.counts,Uterus
eab25d32-0d61-4ddf-9b9f-5f3a592d6f31.FPKM-UQ.txt,Uterus
7afccfe4-4245-4f6c-9a56-b1ded4af45a3.htseq.counts,Uterus
f18bc0a2-c3f6-4738-aae7-5e5e8276d848.FPKM.txt,Uterus
bd4fc579-105e-41c4-afe4-fd676f55977e.FPKM.txt,Uterus
aecf2c25-b32e-412d-a2f5-34df2f4f865d.FPKM.txt,Uterus
41f3a303-50f4-4127-8f05-a1367a5606e6.FPKM.txt,Uterus
ccdfb795-0b81-4050-b83e-cef9caf05713.htseq.counts,Uterus
339d2f52-4b6a-44d3-ac6f-3517dd466986.htseq.counts,Uterus
f0910dd0-5170-4222-a5ea-bfcc93ed1766.FPKM-UQ.txt,Uterus
a1f556b4-541c-418c-a0c1-6f33216702d8.FPKM-UQ.txt,Uterus
3f4ffd99-d1b2-4f56-8ba8-071f59503c8a.htseq.counts,Uterus
a8187969-0610-479a-8d12-2c8e61c07a80.htseq.counts,Uterus
f37ffd3e-defe-4e0f-bbd6-f3257a78a4eb.FPKM-UQ.txt,Uterus
60890e58-8718-49c2-bee0-e6823dabcbc5.FPKM.txt,Uterus
51d9ffed-23ce-4e3e-afec-5ac0b189b113.FPKM-UQ.txt,Uterus
67cfe653-e458-44cc-aa05-3e10e305b168.htseq.counts,Uterus
7c366536-e6c8-4f06-908d-32a89408dc5a.FPKM.txt,Uterus
b91d49a7-086e-4617-ba5e-9369268c13c6.htseq.counts,Uterus
67cfe653-e458-44cc-aa05-3e10e305b168.FPKM.txt,Uterus
df02af7a-ae3a-4836-848c-8c2957c51dfa.htseq.counts,Uterus
ee5cf540-f7c4-4cbb-89f6-41bf2583981b.FPKM-UQ.txt,Uterus
d4ab34ef-6630-476e-a85d-60eb0e2da469.FPKM-UQ.txt,Uterus
8437c884-964f-4e10-8ee8-c914d9b87e88.FPKM.txt,Uterus
0e656bc2-412d-4866-9201-fb2d0daeac97.FPKM-UQ.txt,Uterus
3ea4007b-d856-4b61-b5fd-b0df8a76674b.FPKM-UQ.txt,Uterus
9e8b0d08-5be1-44c5-8dda-bd4d4ba3a88d.FPKM.txt,Uterus
78bab4b6-28ea-4933-b488-295f8ff3ce58.FPKM.txt,Uterus
b91d49a7-086e-4617-ba5e-9369268c13c6.FPKM-UQ.txt,Uterus
d2713482-d0fb-495e-bb01-307369ef4ec7.FPKM-UQ.txt,Uterus
893b3d26-863d-4b30-8ed5-a3174e7eb334.htseq.counts,Uterus
538b497d-98a2-4e5b-afd6-e5dfe63d098a.FPKM.txt,Uterus
5ada4ad2-e05c-4046-a31c-f3678c78f902.FPKM-UQ.txt,Uterus
580e6dcf-235d-4629-9d70-91bc86795b26.htseq.counts,Uterus
c29adb10-8038-42d3-b08f-d5a447606b93.htseq.counts,Uterus
063a2ac5-3574-47b1-b42e-9d4817d7abc9.FPKM-UQ.txt,Uterus
1ace5c51-6a84-4e61-92c1-b7a846a4bfa6.htseq.counts,Uterus
6511edbd-3674-4aa2-9927-47575f33afd5.FPKM.txt,Uterus
686d388d-92b0-43c7-a68b-71c6a26d19d3.FPKM.txt,Uterus
4462a8af-5371-475c-94a5-2e23c15d4479.FPKM-UQ.txt,Uterus
267bb319-5f6e-4686-9ffc-d64cb4172a05.FPKM.txt,Uterus
67cfe653-e458-44cc-aa05-3e10e305b168.FPKM-UQ.txt,Uterus
43fae07a-6b97-4d18-8684-366ddd8cbad8.FPKM-UQ.txt,Uterus
c904d92e-b3bb-402c-ae37-fea2b8328970.FPKM.txt,Uterus
d43d8f86-1c94-4058-9569-f15023068ff3.htseq.counts,Uterus
d19908e6-b664-4b4f-95ab-a00bd5106a3b.FPKM.txt,Uterus
2a9807f5-03b5-4cab-93d1-9e34e089412b.FPKM.txt,Uterus
2bbba516-be54-4391-b029-f73657997e02.htseq.counts,Uterus
d2713482-d0fb-495e-bb01-307369ef4ec7.FPKM.txt,Uterus
6d60eab2-3b0a-4c35-9fc2-f4c8b7c5b894.htseq.counts,Uterus
bdc49eae-31d4-425b-b7d1-49f1cf14df44.htseq.counts,Uterus
4734e515-f478-481c-b3e6-81f755331a47.FPKM-UQ.txt,Uterus
3949d143-ea2f-49b8-a003-5e49d06fde1a.htseq.counts,Uterus
37b92ed0-5d5e-4851-b36a-dbb08ba49111.FPKM.txt,Uterus
19229bc0-4bc2-44e8-a961-bd1eefe354de.FPKM.txt,Uterus
c0401b43-aca6-49ef-90fa-1d4ec7cc2c1d.htseq.counts,Uterus
5fb027d6-37c1-4a46-b100-991a4a8c5984.htseq.counts,Uterus
22bdcfae-7b41-434f-81e0-3867cd30b3c2.htseq.counts,Uterus
df02af7a-ae3a-4836-848c-8c2957c51dfa.FPKM.txt,Uterus
ef56f0c2-dae0-4aa0-9240-f8b2d2d1acad.FPKM-UQ.txt,Uterus
de5213cf-c59a-4c75-910b-927029383c2b.FPKM-UQ.txt,Uterus
863ecfcc-9de4-4cce-a728-989ed9a0aee3.FPKM.txt,Uterus
ed92b05a-d314-44a4-b020-47a4f9677bfe.FPKM-UQ.txt,Uterus
8cd31f85-1d2e-4d90-bd8b-7ca7ebd9241b.htseq.counts,Uterus
bfd55f02-f569-46fe-8513-54a682d74d48.FPKM-UQ.txt,Uterus
5810334f-0f7b-4ab9-b2eb-326e8af7e147.htseq.counts,Uterus
d2d69589-3744-4394-829a-ec8d2843d004.htseq.counts,Uterus
64c53ed9-c688-47fd-a5c7-0b2ece45f68e.htseq.counts,Uterus
c3e569a6-ac60-471e-a438-0d08c733e3be.htseq.counts,Uterus
ecbd08be-c930-47c6-bc1c-0b97c3cc8814.FPKM.txt,Uterus
f92d0fd3-73a5-40bf-b221-91af5ca52b1a.htseq.counts,Uterus
de7ba496-046d-48ee-a24a-10e43a126de3.htseq.counts,Uterus
9106b138-472d-4fa5-a1c7-ca09fe73774a.htseq.counts,Uterus
86769aff-fbef-40f2-9485-63454be3bad6.FPKM.txt,Uterus
7c366536-e6c8-4f06-908d-32a89408dc5a.htseq.counts,Uterus
ecf78283-0eb3-4710-8e5a-30f56da510bd.FPKM.txt,Uterus
e03c58cc-b1d3-4935-87b5-92dea1ce86f5.htseq.counts,Uterus
6613cf15-369a-427a-85eb-485b16916806.htseq.counts,Uterus
43b91db3-cd6b-402d-8f92-00439350fc18.FPKM-UQ.txt,Uterus
3ea4007b-d856-4b61-b5fd-b0df8a76674b.htseq.counts,Uterus
ceaca530-f0eb-4b5c-9107-4f072a480000.FPKM.txt,Uterus
7a54b4d7-c87d-4f53-92e0-90c317f3e225.FPKM-UQ.txt,Uterus
580e6dcf-235d-4629-9d70-91bc86795b26.FPKM.txt,Uterus
9f82261f-432a-483c-8214-56afecb937e0.FPKM.txt,Uterus
e40a49a6-a4e9-4552-b78b-27c85d95c1a7.htseq.counts,Uterus
c8fd69b8-365d-4802-aed6-619956545feb.FPKM-UQ.txt,Uterus
f58a5c4d-a655-483b-a8f8-6919052eb6d4.htseq.counts,Uterus
f570f256-5698-4d33-b115-811f0663aeac.FPKM-UQ.txt,Uterus
1a766cb4-eb5e-44a1-ac95-2f3f87992cd0.htseq.counts,Uterus
d3392d40-4c1e-44cf-9a92-7c496641e2f6.FPKM-UQ.txt,Uterus
7a5aed1d-3dcd-408e-bb86-a0c5a2dbb0af.FPKM-UQ.txt,Uterus
02775fee-c277-4ece-9f1d-9e0705b210ea.FPKM-UQ.txt,Uterus
dcf356c8-93f1-47e4-a143-9931305b4ded.FPKM-UQ.txt,Uterus
bc23d1e2-f73e-49b4-be5b-6a4fc915c6b6.FPKM.txt,Uterus
47640d00-0eb4-443d-bb17-e7ae15af37e9.FPKM.txt,Uterus
ff1d5ef6-0f9d-408c-9feb-b03380c8ab9c.FPKM.txt,Uterus
02ae3e1a-390c-4f9c-8435-6141296b578e.FPKM-UQ.txt,Uterus
d0ea92d0-3da9-4bc9-afec-4e2971fb047b.htseq.counts,Uterus
25c04d68-f867-4c8a-a597-2e30e13b9258.FPKM-UQ.txt,Uterus
d4ab34ef-6630-476e-a85d-60eb0e2da469.FPKM.txt,Uterus
7367d5b5-af64-42ca-b67b-d54796e8f980.htseq.counts,Uterus
95bb05e3-2995-4cef-be79-060b0cc841ac.FPKM-UQ.txt,Uterus
e311f76b-2b7f-487d-9dbf-a6d9552fdd88.FPKM-UQ.txt,Uterus
5e7058fb-cdb8-49c1-9272-7bf43a03b192.FPKM.txt,Uterus
6aced1e7-3d02-4fbf-8209-12406dcfd20f.htseq.counts,Uterus
f37ffd3e-defe-4e0f-bbd6-f3257a78a4eb.FPKM.txt,Uterus
1a4b6897-3022-4818-89ab-c20d2844d140.FPKM-UQ.txt,Uterus
33a9aa63-b07f-4da6-a95d-e838c112f17e.htseq.counts,Uterus
c8fd69b8-365d-4802-aed6-619956545feb.htseq.counts,Uterus
ba3feee9-9672-4379-a9e8-12dc2c6494fc.FPKM-UQ.txt,Uterus
555ab898-bcca-4b58-b7d3-a96bf1f6f851.FPKM-UQ.txt,Uterus
c904d92e-b3bb-402c-ae37-fea2b8328970.htseq.counts,Uterus
34b0bd18-9125-44d0-a018-10fc664cf118.FPKM.txt,Uterus
b95c9bdd-1cc0-4b8f-959b-4c1de981135c.FPKM.txt,Uterus
448111f8-187f-47b3-8198-94d351253cf0.FPKM-UQ.txt,Uterus
d3392d40-4c1e-44cf-9a92-7c496641e2f6.FPKM.txt,Uterus
d123ae50-704e-4782-9822-609111fda11d.FPKM-UQ.txt,Uterus
e015598e-fb42-426c-ad01-c4fbfc0dfe88.FPKM-UQ.txt,Uterus
b91d49a7-086e-4617-ba5e-9369268c13c6.FPKM.txt,Uterus
dd337cd0-fa4b-4a16-a7bb-5301a0dba980.htseq.counts,Uterus
70a5f31f-6113-4509-a204-6a03cc02b51a.FPKM.txt,Uterus
a7e829bc-d614-4473-b71f-41b7295fd974.FPKM.txt,Uterus
be971104-df6e-4327-8e45-d95d2a1d475f.FPKM.txt,Uterus
e3e509bb-ffc6-4639-9e07-b154f9e53414.htseq.counts,Uterus
a9da5584-abcb-47b6-8231-05796393cffe.htseq.counts,Uterus
7ce11862-f705-490b-bc78-9cf9acea7e78.htseq.counts,Uterus
499ade44-e5c3-48ed-8ba7-8548795557d1.htseq.counts,Uterus
be971104-df6e-4327-8e45-d95d2a1d475f.FPKM-UQ.txt,Uterus
77377d45-209c-423a-848b-c2f399e490d2.FPKM.txt,Uterus
849b4615-8ed2-45ab-a018-76759131908d.FPKM.txt,Uterus
65df5868-2ec4-431a-9061-f1731d333f08.FPKM-UQ.txt,Uterus
11c0bd94-1621-4d51-8886-ccd77f6c04c3.htseq.counts,Uterus
f2e7119a-29c3-4f45-9af5-28c3610b0385.FPKM-UQ.txt,Uterus
a707063f-e0dd-4900-82d9-8ae77286c285.FPKM.txt,Uterus
63b4d44a-7744-4edc-8582-368958d3cb20.FPKM.txt,Uterus
ed2f071b-b001-494b-a7c2-1cb19b9a479e.FPKM-UQ.txt,Uterus
5fb027d6-37c1-4a46-b100-991a4a8c5984.FPKM-UQ.txt,Uterus
c0401b43-aca6-49ef-90fa-1d4ec7cc2c1d.FPKM.txt,Uterus
a3cc902b-3b03-4025-a06e-8c6ff3357b66.FPKM-UQ.txt,Uterus
26a30920-d41b-4400-ae17-a6d290ccbf76.htseq.counts,Uterus
e9f65d45-a80f-41fa-b17a-bd53703c9b6a.htseq.counts,Uterus
35c4cc14-5096-4da8-9190-359338fdb365.htseq.counts,Uterus
a63f03fe-8d15-426d-b41f-88d30aebe774.FPKM-UQ.txt,Uterus
3b650844-9475-45c2-932d-6804ab8ea2ec.FPKM.txt,Uterus
43b91db3-cd6b-402d-8f92-00439350fc18.FPKM.txt,Uterus
e0320565-92ec-4cb0-a70d-043ff60fb7fc.htseq.counts,Uterus
65315477-9c5f-4e48-baaf-67027c502f15.FPKM.txt,Uterus
f567c8ad-73b1-4206-8aa1-ef6dcff378c5.FPKM.txt,Uterus
73f75d25-384a-4d42-bc83-6bf5975abf8a.FPKM-UQ.txt,Uterus
15de6a8e-f6bb-49c1-abd6-5c6519f56fa8.htseq.counts,Uterus
97c0b9ba-e792-4e0c-af06-f6789ab37e40.htseq.counts,Uterus
ffea1798-2d46-4425-b43d-823c4e512a43.FPKM.txt,Uterus
6d60eab2-3b0a-4c35-9fc2-f4c8b7c5b894.FPKM.txt,Uterus
a535f377-4f7e-46b0-adbe-9433a5c1f269.FPKM-UQ.txt,Uterus
6764419f-5645-4106-b155-b1525a2c6b42.htseq.counts,Uterus
3935d0b9-f79a-440e-abc3-d39a8ec88f11.htseq.counts,Uterus
758b4472-0993-4e40-b3f0-36c1e9e86994.htseq.counts,Uterus
4225530c-5f18-4e9f-b3b5-33c3db05be4d.FPKM.txt,Uterus
0622b0c0-ea47-44fb-8ea1-e150230648ad.FPKM.txt,Uterus
ed92b05a-d314-44a4-b020-47a4f9677bfe.htseq.counts,Uterus
d09dc15d-98ac-44c1-a474-a9710f87b8ae.FPKM.txt,Uterus
8ec3195f-156f-4b0a-bcdf-c27ff378c0be.FPKM-UQ.txt,Uterus
9b8e7043-9daf-4969-b13e-93f29b8f4b9a.htseq.counts,Uterus
3ca87ae7-bb82-486c-9030-d9331efd6b67.FPKM-UQ.txt,Uterus
eb8067e5-1e8b-4994-9a28-f512c20502d4.htseq.counts,Uterus
2fcddf35-0514-4eaf-86f2-64542dfe774e.FPKM.txt,Uterus
19788d0b-9f48-4c02-9b5e-4c7c5b36cc2c.FPKM.txt,Uterus
f5f5f1ed-60e3-4370-a79a-69d3e871f54d.FPKM.txt,Uterus
f0635afd-c734-4171-a687-8e40ba01d53e.htseq.counts,Uterus
10495d8f-e54e-49ff-a034-645a4e7b5354.FPKM.txt,Uterus
02ae3e1a-390c-4f9c-8435-6141296b578e.FPKM.txt,Uterus
bc5738b1-7d71-4c40-969f-68616ed01345.htseq.counts,Uterus
b7b2c0ba-fca3-4632-a931-ed26445ca748.FPKM-UQ.txt,Uterus
7a5aed1d-3dcd-408e-bb86-a0c5a2dbb0af.htseq.counts,Uterus
f35f13c4-f12e-4a05-893a-8e70afb392b1.htseq.counts,Uterus
8adf8d6d-df8f-4bdb-8999-a25b9d9dea39.htseq.counts,Uterus
17e8f188-45e4-4ed2-8953-2d5f0760f244.FPKM-UQ.txt,Uterus
c934f993-b10f-4ee0-a508-4b95722232e5.FPKM-UQ.txt,Uterus
7564b1ea-846a-4c77-9cb9-ceb2e865dbf0.htseq.counts,Uterus
6a7f4dc8-ba05-49ec-8764-8bc34f32473c.htseq.counts,Uterus
3e1a02f1-6a15-44d9-b974-be537d0f4ad8.FPKM-UQ.txt,Uterus
0e656bc2-412d-4866-9201-fb2d0daeac97.htseq.counts,Uterus
491298d4-e226-42dd-81a7-cedb7bb8b080.FPKM.txt,Uterus
65703426-dbb6-4591-ad7f-53663cc3aeae.htseq.counts,Uterus
3709268e-3ae2-457b-b166-c1d19bcea7a3.htseq.counts,Uterus
2bca719d-0f0a-4ccf-959c-0babe2fe2455.FPKM-UQ.txt,Uterus
fdb7e1fd-f209-4199-b019-bcf19f0bd361.FPKM.txt,Uterus
893b3d26-863d-4b30-8ed5-a3174e7eb334.FPKM.txt,Uterus
0dd129d5-46d3-4229-b16e-c6a1e92b42e4.htseq.counts,Uterus
1e6c7c12-a08f-459a-b583-0e80637f10cd.FPKM.txt,Uterus
ff1d5ef6-0f9d-408c-9feb-b03380c8ab9c.FPKM-UQ.txt,Uterus
991941ca-9361-4727-831d-2454121ffde4.FPKM-UQ.txt,Uterus
f9153720-86f1-4d70-b2a9-7b88dd365514.htseq.counts,Uterus
417295dd-1247-40f0-9988-36fe8814dd70.FPKM.txt,Uterus
bc23d1e2-f73e-49b4-be5b-6a4fc915c6b6.FPKM-UQ.txt,Uterus
14100499-dd37-452c-96bd-8aee7e0b9fcf.FPKM-UQ.txt,Uterus
798607d9-d840-4be5-aac0-765aa9a97913.htseq.counts,Uterus
70f03be4-71a2-4c45-9ada-c1343d2527f0.FPKM-UQ.txt,Uterus
ea77fe52-24ab-4bb7-88ac-8fa54af8d01c.htseq.counts,Uterus
f40521e6-c30d-45d2-ab6d-61edf96edf89.FPKM-UQ.txt,Uterus
c21ed2cb-ddd8-4f27-b5d8-f237e6fa4d21.FPKM-UQ.txt,Uterus
737ad078-c85c-4359-b548-283146bc3046.FPKM.txt,Uterus
6e8a406c-b5e0-4eb1-b4bc-77e57ef72350.FPKM.txt,Uterus
bdc49eae-31d4-425b-b7d1-49f1cf14df44.FPKM.txt,Uterus
538b497d-98a2-4e5b-afd6-e5dfe63d098a.FPKM-UQ.txt,Uterus
fdc50973-2298-4b0a-ba8c-96bf01882f72.FPKM.txt,Uterus
face3e41-ea52-4a20-9809-12bde16e0685.htseq.counts,Uterus
ecf78283-0eb3-4710-8e5a-30f56da510bd.htseq.counts,Uterus
b4c40df7-e459-47d5-8a3a-a46573650d51.FPKM-UQ.txt,Uterus
0d649941-c94d-45ad-b063-1bdeff2e675c.htseq.counts,Uterus
418eab89-5e78-4be3-ba93-c9dc2a7d1c68.FPKM.txt,Uterus
35c4cc14-5096-4da8-9190-359338fdb365.FPKM.txt,Uterus
d15c3f00-7cfd-4058-9276-13b25f1d065c.FPKM-UQ.txt,Uterus
77cf3117-a628-4642-8171-c99925195ac4.FPKM-UQ.txt,Uterus
41b4a929-42ae-411a-9578-a3e7ae35e338.htseq.counts,Uterus
78bab4b6-28ea-4933-b488-295f8ff3ce58.FPKM-UQ.txt,Uterus
36728930-730c-4406-bcee-7d1fdecca34d.FPKM.txt,Uterus
7960f154-6b52-41c7-9426-ee3eb72fe470.FPKM-UQ.txt,Uterus
13bcca7a-0ef9-436f-82c4-01abf32f510e.FPKM-UQ.txt,Uterus
d90b08ef-512b-41b3-a329-45b0fd741587.FPKM-UQ.txt,Uterus
45b3cbd9-b757-42bb-9230-e55ef6041761.htseq.counts,Uterus
ff66393b-2c09-4471-8347-515269c0519c.FPKM.txt,Uterus
69dccbbf-11bf-441a-81ec-79b92407ea77.FPKM.txt,Uterus
45a5a115-c0b7-4c26-aab2-c24cc69a1345.FPKM.txt,Uterus
8f769163-f20b-4331-a415-3b49813c6a3a.FPKM.txt,Uterus
91d987ba-bb25-4464-ab8b-da9ffc777008.FPKM-UQ.txt,Uterus
db50e76b-141a-44c3-b595-f709a22070da.FPKM.txt,Uterus
